Entity,Code,Year,Coal per capita (kWh),Oil per capita (kWh),Gas per capita (kWh),Nuclear per capita (kWh - equivalent),Hydro per capita (kWh - equivalent),Wind per capita (kWh - equivalent),Solar per capita (kWh - equivalent),Other renewables per capita (kWh - equivalent)
Africa,,1965,1006.3736,1061.6443,29.689943,0,127.91771,0,,
Africa,,1966,980.1728,1120.8165,32.366585,0,139.12256,0,,
Africa,,1967,976.7318,1088.6127,31.185446,0,141.5766,0,,
Africa,,1968,990.00653,1121.6766,30.805683,0,161.39375,0,,
Africa,,1969,973.52277,1114.7306,35.082924,0,183.53687,0,,
Africa,,1970,987.1568,1186.9525,42.46903,0,223.56761,0,,
Africa,,1971,1021.13116,1262.5507,49.06941,0,205.07632,0,0,1.3957357
Africa,,1972,998.12964,1326.6609,64.09115,0,227.63846,0,0,1.3683333
Africa,,1973,1034.6597,1390.9475,100.0773,0,234.52934,0,0,1.3731216
Africa,,1974,1048.2109,1398.2831,109.63275,0,259.72705,0,0,1.3757156
Africa,,1975,1080.2848,1428.3192,128.45761,0,267.1052,0,0,1.3149323
Africa,,1976,1119.8885,1519.1366,141.95807,0,287.7161,0,0,1.3747544
Africa,,1977,1113.191,1573.8364,154.48024,0,307.47186,0,0,1.3659141
Africa,,1978,1051.3849,1611.0903,214.25261,0,301.2987,0,0,1.3697037
Africa,,1979,1083.9161,1647.3884,318.05634,0,313.18652,0,0,1.3710804
Africa,,1980,1128.7816,1697.1249,388.15622,0,296.6659,0,0,1.3722266
Africa,,1981,1282.7428,1783.2175,460.9876,0,299.4415,0,0,1.4039998
Africa,,1982,1373.3988,1812.2501,483.27896,0,290.78845,0,0,1.4756129
Africa,,1983,1357.6967,1836.0695,516.38513,0,254.68562,0,0,1.3975966
Africa,,1984,1412.2948,1817.443,481.13828,20.617537,243.54031,0,0,1.3828195
Africa,,1985,1416.6501,1812.4475,501.82892,27.141745,263.15378,0,0,1.5453945
Africa,,1986,1408.8351,1729.3776,548.0153,43.69594,264.56253,0,0,3.4516714
Africa,,1987,1408.5153,1771.9844,549.89856,29.756077,246.66612,0,0,3.3552184
Africa,,1988,1472.529,1796.9354,592.9491,49.25306,262.15427,0,0,3.1161609
Africa,,1989,1345.2413,1809.3762,598.02026,50.700584,267.8956,0,0,2.9863503
Africa,,1990,1375.3315,1790.158,624.68176,37.56778,265.29718,0,0,3.800575
Africa,,1991,1303.3724,1753.639,613.1459,39.610104,273.79327,0,0,3.7962933
Africa,,1992,1278.1521,1742.0287,626.95386,39.22249,254.62743,0,0,3.8577702
Africa,,1993,1264.9296,1712.3896,598.78076,29.87225,243.21544,0.008585577,0,4.203577
Africa,,1994,1266.0471,1729.518,611.23126,38.946674,241.06674,0.022607898,0,3.6418378
Africa,,1995,1273.5476,1748.8966,636.7846,44.270798,243.9985,0.025732523,0,4.298539
Africa,,1996,1259.1172,1742.1002,651.8774,44.982918,248.0853,0.028272735,0,5.2192774
Africa,,1997,1259.8369,1750.1703,623.30536,47.142513,248.03598,0.027952028,0,5.6443553
Africa,,1998,1201.4733,1748.2933,640.2509,49.48407,252.7192,0.028813927,0,6.8202176
Africa,,1999,1208.8739,1770.1924,630.73444,45.582775,261.56012,0.07325675,0,6.59672
Africa,,2000,1176.7845,1734.3945,679.9203,45.077187,271.72598,0.63367707,0.04312081,8.656528
Africa,,2001,1162.5586,1706.6414,756.00146,35.996555,283.0095,1.4543632,0.052361775,8.666761
Africa,,2002,1085.7644,1718.7385,779.21936,39.025276,288.37415,1.5044508,0.056986917,8.30527
Africa,,2003,1152.6593,1728.1302,806.37726,39.93934,271.40784,1.7604042,0.065913655,9.122405
Africa,,2004,1236.9413,1753.4738,865.4776,40.8469,277.78653,2.4469078,0.078240484,10.044042
Africa,,2005,1119.8129,1783.5133,870.54956,33.44014,274.1455,2.408191,0.090672046,9.87404
Africa,,2006,1107.5466,1758.5851,886.2101,28.763487,275.19858,2.5489025,0.113330945,12.138853
Africa,,2007,1097.4657,1776.5577,921.7665,31.447468,275.67435,2.942762,0.14617345,9.785808
Africa,,2008,1178.39,1821.242,933.31274,34.9962,271.9446,3.6788826,0.20376454,9.89557
Africa,,2009,1143.7477,1834.2495,915.05554,33.377228,270.4196,4.3165364,0.26025888,10.407763
Africa,,2010,1103.8693,1863.2979,929.39764,34.14246,283.27908,6.0091314,0.56827354,10.654274
Africa,,2011,1059.6884,1786.4723,979.5423,31.545996,282.1919,6.0808034,1.5341204,10.64569
Africa,,2012,1006.9224,1842.667,1032.3848,30.716005,274.55682,6.2096786,2.450318,10.845863
Africa,,2013,991.21173,1860.6183,1025.9297,32.355755,281.2291,8.589554,1.882439,11.510829
Africa,,2014,1011.5414,1831.4404,1027.3611,30.641243,287.23456,11.713441,4.4078717,13.421543
Africa,,2015,931.67163,1830.93,1103.4474,26.327713,269.9788,19.978409,7.3060427,16.766455
Africa,,2016,962.8087,1794.4198,1112.3138,31.328247,255.13493,24.283157,11.698138,16.467995
Africa,,2017,938.0473,1767.6163,1146.7631,28.690405,266.14645,26.242388,16.375174,16.865887
Africa,,2018,898.34863,1742.8877,1191.6869,22.697775,274.936,30.168018,20.53551,17.441097
Africa,,2019,927.4049,1703.7234,1167.2278,25.9024,276.7949,38.380356,25.599876,17.253794
Africa,,2020,850.974,1477.9789,1128.8291,25.836493,282.51956,41.117435,30.995636,16.425148
Africa,,2021,838.60236,1566.7493,1179.481,18.78104,288.04898,45.84184,31.007936,15.921554
Algeria,DZA,1965,65.75259,1244.2393,600.14075,0,95.53111,0,0,0
Algeria,DZA,1966,62.698406,1607.2358,611.9881,0,83.2235,0,0,0
Algeria,DZA,1967,46.891083,1468.7021,580.6141,0,94.0028,0,0,0
Algeria,DZA,1968,48.49147,1528.8707,596.8662,0,126.20633,0,0,0
Algeria,DZA,1969,60.343834,1579.2673,767.30194,0,79.1247,0,0,0
Algeria,DZA,1970,69.96926,1764.847,705.34467,0,124.31607,0,0,0
Algeria,DZA,1971,18.957115,1944.6864,783.08215,0,69.15576,0,0,0
Algeria,DZA,1972,16.10831,2086.0066,888.5282,0,101.36669,0,0,0
Algeria,DZA,1973,18.090183,2225.03,1207.8057,0,150.38446,0,0,0
Algeria,DZA,1974,14.582012,2411.5613,1364.3291,0,96.981804,0,0,0
Algeria,DZA,1975,17.75042,2583.876,1811.7994,0,61.67956,0,0,0
Algeria,DZA,1976,33.12684,2831.289,2041.6028,0,69.71108,0,0,0
Algeria,DZA,1977,41.404335,3081.9358,2095.2983,0,46.42354,0,0,0
Algeria,DZA,1978,20.446732,3096.9795,3269.7163,0,41.92492,0,0,0
Algeria,DZA,1979,46.09241,3595.458,4487.468,0,47.365265,0,0,0
Algeria,DZA,1980,39.719566,3532.7976,5839.9077,0,40.55343,0,0,0
Algeria,DZA,1981,27.044617,3685.6887,7351.2935,0,55.92673,0,0,0
Algeria,DZA,1982,485.55008,3778.6523,8070.5225,0,70.81954,0,0,0
Algeria,DZA,1983,418.92966,4104.6304,8544.341,0,33.59872,0,0,0
Algeria,DZA,1984,449.032,4393.9453,7256.925,0,62.474915,0,0,0
Algeria,DZA,1985,452.94815,4362.454,6949.2666,0,86.30655,0,0,0
Algeria,DZA,1986,449.79886,4283.666,7360.9546,0,32.306145,0,0,0
Algeria,DZA,1987,521.6861,4201.6494,7304.621,0,62.559628,0,0,0
Algeria,DZA,1988,477.32697,4090.7686,8007.922,0,22.321026,0,0,0
Algeria,DZA,1989,392.96988,4175.921,7339.7373,0,26.849836,0,0,0
Algeria,DZA,1990,300.3428,4381.6636,7645.5117,0,15.643562,0,0,0
Algeria,DZA,1991,302.61072,4233.1133,7373.2754,0,33.15225,0,0,0
Algeria,DZA,1992,351.3135,4160.7373,7437.8086,0,21.999186,0,0,0
Algeria,DZA,1993,279.7561,4048.898,6527.0747,0,38.159126,0,0,0
Algeria,DZA,1994,258.1021,3796.072,6735.466,0,17.570253,0,0,0
Algeria,DZA,1995,253.19875,3621.82,7100.958,0,20.039974,0,0,0
Algeria,DZA,1996,117.16412,3395.663,7166.1226,0,13.772591,0,0,0
Algeria,DZA,1997,202.01363,3312.638,6582.9766,0,7.5238814,0,0,0
Algeria,DZA,1998,212.97617,3363.7388,6706.2153,0,21.245111,0,0,0
Algeria,DZA,1999,224.96509,3259.015,6758.9854,0,19.78077,0,0,0
Algeria,DZA,2000,183.28574,3351.218,6206.832,0,5.1886096,0,0,0
Algeria,DZA,2001,208.737,3422.1782,6324.227,0,6.4968305,0,0,0
Algeria,DZA,2002,270.29663,3743.8213,6160.971,0,5.2608757,0,0,0
Algeria,DZA,2003,219.85916,3842.4807,6424.146,0,23.974781,0,0,0
Algeria,DZA,2004,258.6417,3960.2,6517.932,0,22.248251,0,0,0
Algeria,DZA,2005,209.61511,4072.4167,6783.444,0,48.24676,0,0,0
Algeria,DZA,2006,306.79333,4182.6045,6834.0645,0,18.518274,0,0,0
Algeria,DZA,2007,259.0617,4601.893,6879.9414,0,18.8043,0,0,0
Algeria,DZA,2008,254.67209,4915.1836,7059.4375,0,23.004215,0,0,0
Algeria,DZA,2009,160.59137,5118.031,7447.361,0,27.13679,0,0,0
Algeria,DZA,2010,100.54844,5064.9863,7063.526,0,13.391639,0,0.70419884,0
Algeria,DZA,2011,87.51887,5260.235,7332.8843,0,28.535032,0,1.3677745,0
Algeria,DZA,2012,91.140854,5485.565,8017.6113,0,28.625778,0,1.9664966,0
Algeria,DZA,2013,48.35552,5620.3384,8452.89,0,7.100313,0,2.0512016,0
Algeria,DZA,2014,53.709003,5725.598,9311.576,0,13.489513,0.06987413,4.1936307,0
Algeria,DZA,2015,39.11651,5971.919,9590.157,0,9.874811,1.2939382,3.9499257,0
Algeria,DZA,2016,14.126908,5690.82,9567.8955,0,4.7781324,1.2643507,16.258926,0
Algeria,DZA,2017,51.454483,5482.038,9593.051,0,3.6228664,1.2291855,32.605804,0
Algeria,DZA,2018,138.69342,5474.457,10353.41,0,7.383069,0.63072574,38.051212,0
Algeria,DZA,2019,112.47274,5561.0615,10550.106,0,9.382139,0.6172786,37.960636,0
Algeria,DZA,2020,110.843834,4870.588,10034.425,0,2.9979029,0.46539578,41.402508,0
Algeria,DZA,2021,108.72366,4976.273,10370.555,,0.55080247,0.6218535,39.328964,0
Argentina,ARG,1965,383.38528,12478.979,1869.7122,0,164.26549,0,0,0
Argentina,ARG,1966,311.19852,12670.846,1993.3472,0,163.79045,0,0,0
Argentina,ARG,1967,344.5266,12775.129,2052.0903,0,165.11127,0,0,0
Argentina,ARG,1968,329.6432,12840.521,2249.8,0,191.60696,0,0,0
Argentina,ARG,1969,388.63998,13121.93,2207.0981,0,169.22238,0,0,0
Argentina,ARG,1970,491.6619,11677.399,2455.4368,0,193.11523,0,0,7.5299673
Argentina,ARG,1971,424.28192,12239.734,2609.164,0,188.74095,0,0,7.7739177
Argentina,ARG,1972,351.4958,11992.656,2881.6074,0,180.5284,0,0,9.86052
Argentina,ARG,1973,379.54825,11879.767,3225.654,0,354.2429,0,0,7.6511865
Argentina,ARG,1974,464.67725,11673.875,3356.5906,115.50861,580.3264,0,0,7.651733
Argentina,ARG,1975,444.85757,10870.079,3382.5354,276.01428,593.6448,0,0,7.894332
Argentina,ARG,1976,442.8479,11038.13,3747.177,277.59668,564.0497,0,0,7.402171
Argentina,ARG,1977,412.0908,11440.947,3851.5889,173.88072,638.33374,0,0,7.6481433
Argentina,ARG,1978,494.3319,10950.704,3686.3547,302.7115,843.82825,0,0,7.5227747
Argentina,ARG,1979,453.21967,11595.423,3730.0603,276.91968,1142.4093,0,0,10.992096
Argentina,ARG,1980,397.6687,10596.966,4001.071,236.92526,1597.5638,0,0,11.278737
Argentina,ARG,1981,370.9164,9784.101,4115.9453,280.64917,1525.143,0,0,9.756468
Argentina,ARG,1982,368.77783,9162.966,4603.13,183.45937,1798.5807,0,0,12.689609
Argentina,ARG,1983,329.50662,9148.378,4872.904,328.8862,1853.9358,0,0,16.840094
Argentina,ARG,1984,240.85461,8567.942,5108.2637,441.43265,1970.3083,0,0,12.304378
Argentina,ARG,1985,349.97073,7842.285,5140.7085,540.20026,2016.4039,0,0,12.648445
Argentina,ARG,1986,393.82132,8121.382,5471.597,527.02203,2022.4255,0,0,12.872315
Argentina,ARG,1987,430.53174,8538.865,5392.661,587.656,2075.671,0,0,10.838195
Argentina,ARG,1988,434.58524,8467.247,6204.9414,519.1386,1423.793,0,0,12.385855
Argentina,ARG,1989,463.3114,7657.853,6421.702,444.51715,1212.313,0,0,10.5198345
Argentina,ARG,1990,375.82758,7045.8394,6045.7847,633.00946,1604.8231,0,0,13.010515
Argentina,ARG,1991,326.0463,7257.246,6068.988,664.77136,1417.4332,0,0,12.632382
Argentina,ARG,1992,362.48993,7527.731,6472.0767,598.55444,1688.2296,0,0,12.361123
Argentina,ARG,1993,237.16255,7281.029,6742.0317,646.2687,2065.4812,0,0,9.005604
Argentina,ARG,1994,204.85281,7581.6743,6837.929,677.5244,2339.503,0,0,9.163647
Argentina,ARG,1995,212.15955,7426.584,7510.9277,573.73706,2242.627,0,0,10.871705
Argentina,ARG,1996,219.46754,7341.1255,8510.56,598.06177,1877.6415,0.8036392,0,20.116993
Argentina,ARG,1997,171.08888,7686.1353,7749.3784,630.7091,2305.4783,1.2047234,0,15.93238
Argentina,ARG,1998,227.34427,7818.027,8188.8916,583.66364,2160.6643,2.6556678,0.0013876164,18.227636
Argentina,ARG,1999,269.704,7829.087,8585.947,550.115,1726.1895,2.80596,0.0020992656,22.818233
Argentina,ARG,2000,202.65688,7145.733,8712.18,472.80722,2279.334,2.7725122,0.002869886,33.24131
Argentina,ARG,2001,164.26819,6544.605,8066.8696,530.9416,2867.2195,3.8690054,0.0033721244,30.91647
Argentina,ARG,2002,121.0583,6145.3086,7770.24,430.35602,2756.5642,5.6554523,0.0036220702,44.6563
Argentina,ARG,2003,146.13724,6202.5454,8785.439,550.0728,2560.882,5.9061446,0.004927381,73.43744
Argentina,ARG,2004,246.18864,6586.3555,9519.077,562.7154,2270.1003,5.398776,0.00521523,71.61527
Argentina,ARG,2005,280.56064,6827.608,10055.924,483.35898,2507.645,5.2562175,0.005936561,74.88142
Argentina,ARG,2006,251.38326,7127.006,10297.3,534.0272,2740.0527,5.019495,0.006487627,84.607346
Argentina,ARG,2007,360.12436,7868.007,10711.224,493.59906,2213.8252,4.3675685,0.0077322805,85.72491
Argentina,ARG,2008,434.925,7872.4106,10723.785,495.06348,2176.9246,2.9270914,0.010000995,95.589134
Argentina,ARG,2009,236.47763,7449,10282.963,539.0137,2376.3103,2.5282383,0.005223139,93.28713
Argentina,ARG,2010,327.78683,7984.3545,10240.216,467.2336,2252.8657,1.7120453,0.005798847,112.02659
Argentina,ARG,2011,352.08057,8188.818,10558.529,408.03802,2072.0723,1.7666874,0.10704157,109.105896
Argentina,ARG,2012,325.82623,8611.109,10884.775,401.51785,1906.1356,24.173553,0.5343362,112.96137
Argentina,ARG,2013,352.43954,9054.003,10858.592,382.96365,2107.0852,29.149136,0.9692082,120.9957
Argentina,ARG,2014,371.09314,8871.545,10777.813,334.72797,2050.716,39.189686,1.0086359,110.53573
Argentina,ARG,2015,365.5849,8953.651,10784.959,420.50797,2013.172,36.93812,0.91408956,111.97464
Argentina,ARG,2016,279.11917,8594.215,11040.063,487.3823,1823.9651,33.555294,0.8749939,83.248436
Argentina,ARG,2017,284.3127,8419.031,10963.67,352.90994,1908.5756,36.944077,0.9917298,100.64984
Argentina,ARG,2018,308.6701,7952.761,10965.594,392.82648,1922.8472,84.1574,6.441328,114.268425
Argentina,ARG,2019,181.55925,7257.098,10405.27,477.28363,1620.2988,294.31393,47.110455,117.70619
Argentina,ARG,2020,222.3847,6603.0923,9754.6875,596.65985,1380.2827,548.7841,78.39663,160.52438
Argentina,ARG,2021,403.16254,7522.5093,10145.409,600.6956,1132.5984,747.69855,126.88798,148.33356
Asia,,1965,1369.7893,1174.0067,49.47151,0.037304364,222.21935,0,0,0.16786991
Asia,,1966,1413.6195,1286.3356,55.7107,0.8506556,226.24117,0,0,0.19991864
Asia,,1967,1337.4663,1443.4192,63.28846,0.8949819,206.47745,0,0,0.2769251
Asia,,1968,1325.739,1591.1512,72.76884,1.4501771,224.0529,0,0,0.27972156
Asia,,1969,1460.036,1788.6823,87.635864,2.4487045,226.9424,0,0,0.27139598
Asia,,1970,1604.2441,2002.4727,101.794426,7.7907953,226.75558,0,0,0.5681282
Asia,,1971,1684.3048,2177.356,113.425896,11.672125,242.33305,0,0,0.540072
Asia,,1972,1711.1748,2300.9246,123.2709,13.402954,245.02,0,0,0.5628915
Asia,,1973,1712.3217,2557.2214,147.33,14.87635,222.72491,0,0,0.5876474
Asia,,1974,1716.118,2498.3582,170.65079,26.632408,248.22331,0,0,0.65338314
Asia,,1975,1816.9825,2428.8745,191.68529,33.024067,261.99734,0,0,0.74155545
Asia,,1976,1823.4042,2569.0898,209.29095,43.273533,264.26358,0,0,0.637366
Asia,,1977,1909.6033,2685.7876,248.98048,38.756546,254.67592,0,0,0.8889313
Asia,,1978,1965.9675,2802.1658,289.2983,74.64973,263.27084,0,0,1.1015066
Asia,,1979,2024.7999,2851.5696,345.9996,90.31342,279.34677,0,0,2.0854452
Asia,,1980,2102.7385,2643.305,353.75644,104.22107,293.5821,0,0,3.5416412
Asia,,1981,2129.466,2566.8306,356.1626,109.81349,306.95868,0,0,5.5058594
Asia,,1982,2170.0132,2505.8467,372.8047,125.86182,297.96957,0,0,15.423225
Asia,,1983,2261.342,2544.952,393.27625,147.57088,305.4661,0,0,17.519587
Asia,,1984,2415.8413,2620.476,474.2096,174.05548,300.2451,0,0,18.845919
Asia,,1985,2746.8723,2817.903,741.53894,209.86427,348.78473,0,0,19.673546
Asia,,1986,2803.7227,2824.8813,817.8009,218.83534,344.5204,0,0,20.263361
Asia,,1987,2941.2837,2863.9783,854.04004,253.90375,349.8368,0,0,20.210732
Asia,,1988,3076.5625,3011.9324,898.9895,234.89563,394.09024,0,0,21.388824
Asia,,1989,3140.2773,3094.7603,956.4806,240.51363,395.43408,0,0,22.664625
Asia,,1990,3135.7922,3213.3223,975.6461,253.77467,409.0434,0.030686976,0.0036770971,17.839338
Asia,,1991,3199.709,3265.194,1014.44086,266.18478,406.15198,0.11125755,0.003611306,17.873095
Asia,,1992,3246.0703,3398.147,1061.6665,268.72244,402.2926,0.1963798,0.01378487,17.819027
Asia,,1993,3340.8933,3473.6814,1040.1069,293.035,439.9949,0.27120557,0.024948591,17.368
Asia,,1994,3446.111,3598.9424,1106.6184,307.99982,429.8941,0.4981801,0.031023584,20.188145
Asia,,1995,3446.7615,3739.2659,1158.0796,334.46332,457.13486,0.94617224,0.042032413,24.080423
Asia,,1996,3539.3347,3843.3088,1221.3013,348.16574,447.51468,0.81725115,0.060699403,24.023773
Asia,,1997,3494.2644,3968.0874,1265.8651,365.14474,439.46277,0.98630416,0.09597155,26.772272
Asia,,1998,3439.664,3838.0667,1303.5254,374.7019,459.40363,1.1858845,0.13609369,28.034847
Asia,,1999,3476.9119,3906.089,1387.9869,375.85275,441.45297,1.6286561,0.19712117,30.285856
Asia,,2000,3565.4038,3990.0266,1444.472,381.39862,448.62772,1.8862813,0.3022065,32.78731
Asia,,2001,3684.2773,3978.2021,1517.4332,378.77988,474.7255,2.483992,0.43024626,33.02925
Asia,,2002,3917.3271,4030.6162,1584.2228,380.96222,482.2514,2.6414602,0.58672005,33.630913
Asia,,2003,4428.26,4140.8643,1674.7178,332.542,491.6678,3.4310904,0.78667474,34.688133
Asia,,2004,4921.707,4339.2056,1777.5686,374.48102,568.40594,5.973268,1.0194587,36.192497
Asia,,2005,5527.5337,4332.1313,1890.1123,383.81757,578.18866,7.3761315,1.272547,40.265614
Asia,,2006,5891.9907,4392.3623,1980.8696,386.8291,624.83417,11.345458,1.5499235,42.836105
Asia,,2007,6327.4673,4478.1006,2111.7986,364.4366,644.19183,14.800885,1.8258654,47.123596
Asia,,2008,6427.7676,4482.496,2231.5056,347.53723,718.0019,22.234426,2.1750343,52.43576
Asia,,2009,6563.6265,4466.1445,2267.951,357.13547,685.15155,33.92761,2.7603953,58.44984
Asia,,2010,6798.755,4675.2354,2464.116,369.4913,775.24304,51.278896,3.8526626,66.613686
Asia,,2011,7230.63,4754.7554,2614.5383,301.27173,771.2558,71.16453,6.685658,72.62233
Asia,,2012,7325.496,4911.1353,2719.0813,211.28624,857.92535,91.510124,9.891624,78.09118
Asia,,2013,7393.3403,4945.441,2759.2473,210.11676,910.81366,115.49839,18.252108,86.03412
Asia,,2014,7457.0654,4973.6846,2840.8044,222.64305,977.9442,129.57306,36.430218,98.35073
Asia,,2015,7321.354,5100.392,2912.3142,246.94363,1002.4069,145.53543,55.265057,113.2538
Asia,,2016,7249.2686,5226.9873,2961.811,271.86856,1024.7201,185.59923,82.208824,113.99528
Asia,,2017,7310.1943,5301.854,3073.678,282.58417,1035.2146,228.79326,127.454216,132.33464
Asia,,2018,7426.323,5365.0615,3208.575,311.2401,1043.4169,268.4878,179.07228,157.10138
Asia,,2019,7459.2417,5373.5913,3261.2664,358.3014,1101.9268,292.83838,223.1474,174.66049
Asia,,2020,7313.0327,5021.8403,3283.7002,359.77744,1115.5814,326.00598,263.39636,190.03313
Asia,,2021,7678.5464,5211.057,3462.2515,390.75443,1080.5083,438.0002,323.17764,223.18544
Australia,AUS,1965,17785.008,17608.203,2.5947576,0,2001.7291,0,0,83.181244
Australia,AUS,1966,18062.17,18464.033,3.3900719,0,1873.5289,0,0,78.20336
Australia,AUS,1967,18227.447,19848.04,3.3279383,0,1904.4807,0,0,78.39192
Australia,AUS,1968,18432.652,21225.518,25.323706,0,1954.687,0,0,74.846725
Australia,AUS,1969,18688.557,21392.29,336.35324,0,2093.0972,0,0,73.11572
Australia,AUS,1970,18395.691,23040.455,1373.8723,0,2387.8142,0,0,66.150276
Australia,AUS,1971,17898.441,23514.574,1987.6099,0,2618.7327,0,0,64.61138
Australia,AUS,1972,18265.016,23385.406,2787.4714,0,2568.587,0,0,67.20269
Australia,AUS,1973,18721.242,24560.434,3483.1414,0,2688.3918,0,0,79.84456
Australia,AUS,1974,19256.316,25649.025,3916.0251,0,2991.6035,0,0,99.86263
Australia,AUS,1975,19625.86,25067.176,4152.843,0,3170.1228,0,0,112.4075
Australia,AUS,1976,20073.379,25346.879,4849.4683,0,2981.3772,0,0,110.059715
Australia,AUS,1977,20726.625,26251.754,5479.211,0,2821.6929,0,0,96.48561
Australia,AUS,1978,21027.096,26536.057,5832.1577,0,3022.807,0,0,90.05708
Australia,AUS,1979,21730.727,26577.186,6637.167,0,2901.0947,0,0,91.89344
Australia,AUS,1980,22083.273,25007.438,7525.0513,0,2707.7175,0,0,83.56937
Australia,AUS,1981,22313.307,24274.412,8033.754,0,2746.3147,0,0,86.37949
Australia,AUS,1982,22196.113,23525.756,7712.117,0,2489.493,0,0,108.59237
Australia,AUS,1983,21878.295,20807.504,8260.6875,0,2330.45,0,0,89.43853
Australia,AUS,1984,22844.332,21244.545,8043.7393,0,2491.3088,0,0,90.36003
Australia,AUS,1985,23321.059,21082.443,8485.702,0,2611.3494,0,0,92.21299
Australia,AUS,1986,23574.76,20493.438,9138.556,0,2590.1426,0,0,91.70537
Australia,AUS,1987,24193.064,20706.361,9188.282,0,2475.8735,0,0,92.27584
Australia,AUS,1988,25037.297,21298.271,9257.794,0,2564.8704,0,0,141.20267
Australia,AUS,1989,25836.102,21820.873,9935.092,0,2509.3162,0,0,153.94113
Australia,AUS,1990,26064.475,21989.943,9840.419,0,2560.0469,0,0,142.21486
Australia,AUS,1991,26244.078,20995.824,9311.572,0,2680.0408,0,0.9328369,132.9847
Australia,AUS,1992,26110.715,21219.582,9527.248,0,2699.4324,0,2.0489302,122.47829
Australia,AUS,1993,26026.629,21668.695,9783.246,0,2748.2712,0.33557338,2.448567,121.304214
Australia,AUS,1994,26298.824,22217.238,10758.838,0,2682.057,0.912639,2.8896492,124.869804
Australia,AUS,1995,26893.662,23761.453,10743.524,0,2567.3884,1.1494997,3.4738805,146.37363
Australia,AUS,1996,27672,24106.03,10697.795,0,2592.7449,1.1363175,4.156573,165.90413
Australia,AUS,1997,28758.88,24228.771,10391.222,0,2562.2336,1.2040391,4.9228907,172.87256
Australia,AUS,1998,29732.998,23974.746,10587.934,0,2511.308,2.8613474,5.6591105,185.5088
Australia,AUS,1999,31245.488,24262.357,10730.37,0,2560.7412,6.763006,6.385542,192.45702
Australia,AUS,2000,31110.68,23976.355,10808.241,0,2560.2769,20.834858,7.2688713,149.30438
Australia,AUS,2001,30428.455,23746.979,11517.638,0,2460.8823,43.80397,8.2647505,132.2612
Australia,AUS,2002,30749.482,23720.402,11714.418,0,2412.1494,79.96286,8.737391,207.63591
Australia,AUS,2003,31271.697,23364.629,11672.818,0,2386.5474,103.65154,9.304419,274.14932
Australia,AUS,2004,32216.773,23653.416,11770.906,0,2268.6738,114.97649,10.550351,451.02197
Australia,AUS,2005,31639.44,23731.322,11530.483,0,2195.3838,184.40248,11.931052,612.58
Australia,AUS,2006,32027.059,24118.875,12675.536,0,2077.7246,300.5834,13.554821,613.3333
Australia,AUS,2007,31194.266,24303.893,13931.184,0,1771.2919,387.1501,15.440667,655.1075
Australia,AUS,2008,31875.723,24130.219,13429.558,0,1562.5684,457.3843,18.40937,555.2771
Australia,AUS,2009,30232.416,23274.232,13451.167,0,1629.9235,572.15344,37.42054,410.68375
Australia,AUS,2010,27584.8,23584.307,14399.467,0,1732.7227,628.3735,123.23536,353.949
Australia,AUS,2011,26482.146,24469.271,14668.195,0,2415.0068,793.6504,252.27844,367.5041
Australia,AUS,2012,24394.46,24700.266,14501.587,0,2055.1301,931.9019,290.97052,435.06406
Australia,AUS,2013,22769.414,25010.486,15002.699,0,2251.0374,1091.8516,453.698,460.15558
Australia,AUS,2014,22236.803,24518.047,15859.227,0,1671.8907,1128.561,571.6103,482.34296
Australia,AUS,2015,22687.059,23953.521,16286.903,0,1592.5422,1337.7676,700.4285,492.89453
Australia,AUS,2016,22320.582,23629.111,15651.906,0,1950.5372,1442.7262,823.14435,478.57828
Australia,AUS,2017,21208.572,24382.738,15093.075,0,1461.0076,1429.7384,965.10297,462.35492
Australia,AUS,2018,20372.217,24424.742,14719.478,0,1833.5659,1722.4188,1306.2272,458.54517
Australia,AUS,2019,19181.621,23827.363,17321.451,0,1457.5121,2024.1545,1902.0402,436.55075
Australia,AUS,2020,18251.832,20341.494,16788.285,0,1475.3972,2312.899,2439.3298,424.10394
Australia,AUS,2021,17474.88,20691.604,15202.798,,1614.7787,2704.984,3148.9456,411.82193
Austria,AUT,1965,8131.4688,8981.904,2411.129,0,6541.6733,0,0,0
Austria,AUT,1966,7713.1826,9805.988,2570.8564,0,7000.156,0,0,0
Austria,AUT,1967,7246.959,10378.516,2444.7644,0,7095.3643,0,0,0
Austria,AUT,1968,7118.2915,11932.6,2593.668,0,7253.062,0,0,0
Austria,AUT,1969,6981.333,13069.197,3135.9243,0,6645.0854,0,0,0
Austria,AUT,1970,7481.8276,14338.809,3790.5999,0,8432.793,0,0,0
Austria,AUT,1971,6832.4707,15950.691,4335.0586,0,6632.8647,0,0,0
Austria,AUT,1972,6159.2915,17120.32,4657.8315,0,6777.8687,0,0,0
Austria,AUT,1973,6087.7603,18450.338,5091.123,0,7489.612,0,0,0
Austria,AUT,1974,6413.4,16483.771,5508.992,0,8840.264,0,0,0
Austria,AUT,1975,5588.0894,16703.238,5516.9604,0,9286.367,0,0,0
Austria,AUT,1976,5957.552,18167.67,6294.712,0,8040.218,0,0,0
Austria,AUT,1977,4995.8354,17391.002,6412.6416,0,9739.236,0,0,0
Austria,AUT,1978,5079.492,18725.535,6675.4736,0,9754.929,0,0,0
